ScenarioID,ParallelShift_bps,TwistFactor_bps,ButterflyFactor_bps,PnL_DurationEffect_INR,PnL_ConvexityEffect_INR,PnL_Total_INR,PnL_Pct,VaR_Contribution,YieldChange,PortfolioPnL_INR,Loss_INR,PnL_Bucket
329,12.63,-26.51,-60.5,-170152.27,1126.17,-169026.11,-0.5272,169026.11,0.001263,-169062.0020306451,169062.0020306451,"(-595110.726, -127708.19]"
330,96.73,98.74,-44.16,-1303375.76,66079.52,-1237296.23,-3.8594,1237296.23,0.009673000000000001,-1237347.074117723,1237347.074117723,"(-1529915.797, -1062513.261]"
331,-150.64,-7.67,30.43,2029812.37,160265.27,2190077.65,6.8313,2190077.65,-0.015064,2190140.2777308966,-2190140.2777308966,"(1741901.952, 2209304.488]"
332,-37.43,10.04,-47.33,504319.01,9893.23,514212.24,1.6039,514212.24,-0.003743,514262.57760411396,-514262.57760411396,"(339694.345, 807096.881]"
333,-37.75,-2.07,-16.02,508729.02,10067.01,518796.03,1.6182,518796.03,-0.003775,518744.4779737464,-518744.4779737464,"(339694.345, 807096.881]"
334,86.15,7.48,-31.7,-1160810.47,52414.36,-1108396.12,-3.4573,1108396.12,0.008615000000000001,-1108447.8085858398,1108447.8085858398,"(-1529915.797, -1062513.261]"
335,-21.54,8.54,15.17,290258.54,3277.16,293535.7,0.9156,293535.7,-0.002154,293527.4435401335,-293527.4435401335,"(-127708.19, 339694.345]"
336,-26.76,-123.07,-37.36,360637.06,5059.04,365696.11,1.1407,365696.11,-0.002676,365647.4271452744,-365647.4271452744,"(339694.345, 807096.881]"
337,177.75,-11.2,57.21,-2395143.0,223146.73,-2171996.27,-6.7749,2171996.27,0.017775,-2172021.088169827,2172021.088169827,"(-2464720.868, -1997318.332]"
338,-188.75,-91.05,30.34,2543399.93,251626.83,2795026.76,8.7183,2795026.76,-0.018875,2795022.9034546795,-2795022.9034546795,"(2676707.023, 3144109.559]"
339,-61.88,-96.86,-4.63,833859.65,27046.65,860906.3,2.6854,860906.3,-0.006188,860874.7168925888,-860874.7168925888,"(807096.881, 1274499.417]"
340,-85.39,-52.23,46.65,1150565.16,51493.22,1202058.39,3.7495,1202058.39,-0.008539,1202124.7337657716,-1202124.7337657716,"(807096.881, 1274499.417]"
341,111.19,-40.28,18.42,-1498253.78,87316.92,-1410936.86,-4.401,1410936.86,0.011119,-1410960.2146033547,1410960.2146033547,"(-1529915.797, -1062513.261]"
342,81.1,-64.65,-49.29,-1092863.79,46457.91,-1046405.88,-3.264,1046405.88,0.00811,-1046364.6841016664,1046364.6841016664,"(-1062513.261, -595110.726]"
343,-98.52,-48.86,-25.81,1327521.68,68550.54,1396072.22,4.3546,1396072.22,-0.009852,1396105.8318747452,-1396105.8318747452,"(1274499.417, 1741901.952]"
344,32.72,27.4,-40.16,-440953.36,7563.33,-433390.03,-1.3518,433390.03,0.0032719999999999997,-433338.9486403878,433338.9486403878,"(-595110.726, -127708.19]"
345,32.79,-101.85,32.15,-441819.87,7593.08,-434226.79,-1.3544,434226.79,0.003279,-434249.8071216338,434249.8071216338,"(-595110.726, -127708.19]"
346,62.73,-61.37,30.47,-845235.88,27789.68,-817446.21,-2.5498,817446.21,0.006273,-817491.0108250468,817491.0108250468,"(-1062513.261, -595110.726]"
347,88.31,-41.53,-20.13,-1190037.87,55087.01,-1134950.86,-3.5402,1134950.86,0.008831,-1134892.1804497177,1134892.1804497177,"(-1529915.797, -1062513.261]"
348,-17.58,-43.15,-1.9,236883.98,2182.72,239066.71,0.7457,239066.71,-0.0017579999999999998,239072.4867999128,-239072.4867999128,"(-127708.19, 339694.345]"
349,-76.68,59.82,62.39,1033247.63,41527.56,1074775.19,3.3525,1074775.19,-0.007668,1074787.7469366295,-1074787.7469366295,"(807096.881, 1274499.417]"
350,30.83,-37.48,-5.76,-415419.56,6712.77,-408706.8,-1.2748,408706.8,0.003083,-408719.605965417,408719.605965417,"(-595110.726, -127708.19]"
351,42.05,-37.01,-31.48,-566628.6,12488.91,-554139.69,-1.7285,554139.69,0.0042049999999999995,-554133.1699559538,554133.1699559538,"(-595110.726, -127708.19]"
352,55.35,-10.84,-57.22,-745870.85,21639.88,-724230.96,-2.259,724230.96,0.005535,-724200.6585364618,724200.6585364618,"(-1062513.261, -595110.726]"
353,-7.29,59.4,35.92,98251.41,375.5,98626.91,0.3076,98626.91,-0.000729,98607.75250489346,-98607.75250489346,"(-127708.19, 339694.345]"
354,117.98,50.9,-11.8,-1589709.03,98302.13,-1491406.9,-4.652,1491406.9,0.011798000000000001,-1491464.8673976052,1491464.8673976052,"(-1529915.797, -1062513.261]"
355,-9.18,-2.25,-11.68,123750.35,595.69,124346.04,0.3879,124346.04,-0.000918,124295.26751664282,-124295.26751664282,"(-127708.19, 339694.345]"
356,62.22,-1.76,-39.59,-838372.97,27340.23,-811032.74,-2.5298,811032.74,0.006222,-811068.8627252978,811068.8627252978,"(-1062513.261, -595110.726]"
357,-51.88,-114.86,-29.3,699136.59,19013.05,718149.63,2.2401,718149.63,-0.005188,718090.4765845862,-718090.4765845862,"(339694.345, 807096.881]"
358,-166.38,4.27,25.17,2241998.29,195523.15,2437521.43,7.6032,2437521.43,-0.016638,2437478.9871984245,-2437478.9871984245,"(2209304.488, 2676707.023]"
359,-91.61,-79.63,-14.78,1234428.18,59273.32,1293701.51,4.0353,1293701.51,-0.009161,1293714.7294097268,-1293714.7294097268,"(1274499.417, 1741901.952]"
360,-24.24,-58.79,34.11,326661.64,4150.72,330812.36,1.0319,330812.36,-0.002424,330782.8275946763,-330782.8275946763,"(-127708.19, 339694.345]"
361,95.15,37.01,18.4,-1282102.75,63940.1,-1218162.65,-3.7997,1218162.65,0.009515000000000001,-1218197.90131239,1218197.90131239,"(-1529915.797, -1062513.261]"
362,162.45,-27.0,4.78,-2189041.92,186395.66,-2002646.27,-6.2467,2002646.27,0.016245,-2002616.9588094077,2002616.9588094077,"(-2464720.868, -1997318.332]"
363,-92.03,23.2,26.4,1240155.85,59824.65,1299980.5,4.0549,1299980.5,-0.009203,1299918.959798739,-1299918.959798739,"(1274499.417, 1741901.952]"
364,57.61,23.79,15.21,-776288.83,23440.9,-752847.92,-2.3483,752847.92,0.005761,-752850.9746403825,752850.9746403825,"(-1062513.261, -595110.726]"
365,132.58,35.4,-31.44,-1786495.88,124145.7,-1662350.18,-5.1852,1662350.18,0.013258,-1662361.9647197898,1662361.9647197898,"(-1997318.332, -1529915.797]"
366,73.41,18.26,-59.84,-989176.58,38060.57,-951116.01,-2.9667,951116.01,0.0073409999999999994,-951134.2700199882,951134.2700199882,"(-1062513.261, -595110.726]"
367,-122.76,-35.94,45.84,1654229.21,106443.47,1760672.68,5.4919,1760672.68,-0.012276,1760622.6710476743,-1760622.6710476743,"(1741901.952, 2209304.488]"
368,-3.35,76.79,-15.67,45135.39,79.24,45214.63,0.141,45214.63,-0.000335,45220.35348377539,-45220.35348377539,"(-127708.19, 339694.345]"
369,-51.68,14.86,-34.53,696421.2,18865.64,715286.84,2.2311,715286.84,-0.005168,715249.2000253525,-715249.2000253525,"(339694.345, 807096.881]"
370,-4.19,-126.6,20.67,56402.28,123.74,56526.02,0.1763,56526.02,-0.00041900000000000005,56584.0468508378,-56584.0468508378,"(-127708.19, 339694.345]"
371,-122.31,-5.08,-11.31,1648180.14,105666.42,1753846.56,5.4706,1753846.56,-0.012231,1753780.039005007,-1753780.039005007,"(1741901.952, 2209304.488]"
372,-103.61,28.6,3.57,1396116.41,75817.75,1471934.16,4.5913,1471934.16,-0.010361,1471959.910688958,-1471959.910688958,"(1274499.417, 1741901.952]"
373,-210.36,-40.9,43.08,2834605.26,312545.18,3147150.45,9.8166,3147150.45,-0.021036000000000003,3147132.1998775345,-3147132.1998775345,"(3144109.559, 3611512.095]"
374,132.78,36.94,18.42,-1789183.39,124519.49,-1664663.9,-5.1924,1664663.9,0.013278,-1664682.114763715,1664682.114763715,"(-1997318.332, -1529915.797]"
375,-29.95,58.95,18.9,403529.31,6334.0,409863.3,1.2785,409863.3,-0.002995,409910.2323260569,-409910.2323260569,"(339694.345, 807096.881]"
376,57.5,-29.4,17.76,-774789.03,23350.41,-751438.62,-2.3439,751438.62,0.00575,-751458.160596087,751458.160596087,"(-1062513.261, -595110.726]"
377,54.67,4.86,6.62,-736699.34,21110.97,-715588.37,-2.2321,715588.37,0.0054670000000000005,-715566.0893612589,715566.0893612589,"(-1062513.261, -595110.726]"
378,-102.32,39.35,-9.9,1378714.38,73939.45,1452653.83,4.5311,1452653.83,-0.010232,1452700.9738491308,-1452700.9738491308,"(1274499.417, 1741901.952]"
379,-13.28,31.1,-0.13,178949.89,1245.63,180195.52,0.5621,180195.52,-0.001328,180192.96336056342,-180192.96336056342,"(-127708.19, 339694.345]"
380,-6.45,-17.87,-3.3,86892.76,293.69,87186.45,0.272,87186.45,-0.0006450000000000001,87207.27573097152,-87207.27573097152,"(-127708.19, 339694.345]"
381,110.07,15.87,-12.06,-1483244.3,85576.2,-1397668.1,-4.3596,1397668.1,0.011007,-1397618.5252729626,1397618.5252729626,"(-1529915.797, -1062513.261]"
382,102.11,-25.51,24.87,-1375940.11,73642.19,-1302297.92,-4.0621,1302297.92,0.010211,-1302286.7518827869,1302286.7518827869,"(-1529915.797, -1062513.261]"
383,95.87,-81.68,11.0,-1291781.06,64909.08,-1226871.98,-3.8269,1226871.98,0.009587,-1226928.4799681166,1226928.4799681166,"(-1529915.797, -1062513.261]"
384,40.46,-55.41,-38.42,-545221.11,11563.06,-533658.04,-1.6646,533658.04,0.004046,-533634.5794394303,533634.5794394303,"(-595110.726, -127708.19]"
385,-28.23,-24.65,-1.8,380391.64,5628.46,386020.1,1.2041,386020.1,-0.002823,386026.5360452303,-386026.5360452303,"(339694.345, 807096.881]"
386,-42.84,-49.49,-29.61,577257.14,12961.83,590218.96,1.841,590218.96,-0.0042840000000000005,590229.1951668344,-590229.1951668344,"(339694.345, 807096.881]"
387,-163.03,69.86,-4.87,2196889.52,187734.49,2384624.01,7.4382,2384624.01,-0.016303,2384543.857966553,-2384543.857966553,"(2209304.488, 2676707.023]"
388,25.96,-25.93,-28.49,-349845.05,4760.79,-345084.26,-1.0764,345084.26,0.0025960000000000002,-345049.9457000685,345049.9457000685,"(-595110.726, -127708.19]"
389,-7.37,21.21,3.4,99303.88,383.58,99687.46,0.3109,99687.46,-0.000737,99694.03202459589,-99694.03202459589,"(-127708.19, 339694.345]"
390,19.34,-58.78,-37.61,-260547.13,2640.59,-257906.54,-0.8045,257906.54,0.001934,-257963.815628733,257963.815628733,"(-595110.726, -127708.19]"
391,-52.02,67.11,-7.83,700989.44,19113.96,720103.39,2.2462,720103.39,-0.005202,720079.7063684779,-720079.7063684779,"(339694.345, 807096.881]"
392,-33.16,60.01,-10.42,446816.25,7765.79,454582.04,1.4179,454582.04,-0.0033159999999999995,454595.64677917905,-454595.64677917905,"(339694.345, 807096.881]"
393,12.01,-125.42,-49.53,-161854.46,1019.01,-160835.46,-0.5017,160835.46,0.001201,-160815.42954933,160815.42954933,"(-595110.726, -127708.19]"
394,-22.71,-9.7,-0.1,305972.26,3641.6,309613.85,0.9658,309613.85,-0.002271,309658.80006042396,-309658.80006042396,"(-127708.19, 339694.345]"
395,-67.15,-51.65,23.39,904898.42,31851.31,936749.73,2.9219,936749.73,-0.0067150000000000005,936690.3808555414,-936690.3808555414,"(807096.881, 1274499.417]"
396,-18.78,25.79,54.28,253068.55,2491.17,255559.72,0.7971,255559.72,-0.0018780000000000001,255550.59662974672,-255550.59662974672,"(-127708.19, 339694.345]"
397,69.78,-55.81,31.93,-940254.09,34388.89,-905865.21,-2.8256,905865.21,0.006978,-905891.3273290807,905891.3273290807,"(-1062513.261, -595110.726]"
398,62.63,-28.55,36.15,-843942.93,27704.72,-816238.21,-2.546,816238.21,0.006263,-816232.0556771175,816232.0556771175,"(-1062513.261, -595110.726]"
399,-232.72,6.24,-10.14,3135947.65,382529.77,3518477.42,10.9749,3518477.42,-0.023272,3518405.848416405,-3518405.848416405,"(3144109.559, 3611512.095]"
400,53.29,60.56,5.53,-718013.39,20053.62,-697959.77,-2.1771,697959.77,0.0053289999999999995,-698022.9147780706,698022.9147780706,"(-1062513.261, -595110.726]"
401,-32.22,14.75,37.18,434210.1,7333.77,441543.87,1.3773,441543.87,-0.003222,441495.12756626995,-441495.12756626995,"(339694.345, 807096.881]"
402,-15.82,-7.0,18.59,213237.63,1768.7,215006.33,0.6707,215006.33,-0.001582,214941.38709026854,-214941.38709026854,"(-127708.19, 339694.345]"
403,6.64,-28.75,43.18,-89503.6,311.61,-89191.99,-0.2782,89191.99,0.000664,-89162.28485132167,89162.28485132167,"(-127708.19, 339694.345]"
404,-44.61,118.79,27.66,601074.64,14053.5,615128.14,1.9187,615128.14,-0.004461,615173.0972069153,-615173.0972069153,"(339694.345, 807096.881]"
405,65.99,71.82,-4.07,-889218.4,30757.04,-858461.36,-2.6777,858461.36,0.006599,-858455.5848369829,858455.5848369829,"(-1062513.261, -595110.726]"
406,43.54,66.12,49.49,-586691.36,13388.97,-573302.39,-1.7883,573302.39,0.004354,-573310.1280378447,573310.1280378447,"(-595110.726, -127708.19]"
407,-11.88,119.02,7.9,160034.61,996.22,161030.83,0.5023,161030.83,-0.001188,161079.24763350643,-161079.24763350643,"(-127708.19, 339694.345]"
408,-19.27,4.39,40.36,259643.67,2622.3,262265.98,0.8181,262265.98,-0.001927,262285.0069030464,-262285.0069030464,"(-127708.19, 339694.345]"
409,10.11,59.39,-73.25,-136180.38,721.37,-135459.01,-0.4225,135459.01,0.001011,-135509.8581680258,135509.8581680258,"(-595110.726, -127708.19]"
410,-6.78,-5.29,26.07,91418.73,325.09,91743.82,0.2862,91743.82,-0.000678,91684.84578321227,-91684.84578321227,"(-127708.19, 339694.345]"
411,-34.77,-6.03,41.81,468467.91,8536.65,477004.56,1.4879,477004.56,-0.0034770000000000005,477062.76670886733,-477062.76670886733,"(339694.345, 807096.881]"
412,25.59,8.31,-3.0,-344877.83,4626.56,-340251.27,-1.0613,340251.27,0.002559,-340198.9268972941,340198.9268972941,"(-595110.726, -127708.19]"
413,-125.24,-22.14,40.9,1687668.33,110790.32,1798458.66,5.6098,1798458.66,-0.012523999999999999,1798384.4981377851,-1798384.4981377851,"(1741901.952, 2209304.488]"
414,101.03,-15.02,-12.66,-1361431.3,72097.32,-1289333.98,-4.0217,1289333.98,0.010103000000000001,-1289283.3339918293,1289283.3339918293,"(-1529915.797, -1062513.261]"
415,-98.84,-22.59,20.1,1331864.98,68999.83,1400864.81,4.3696,1400864.81,-0.009884,1400863.8733595908,-1400863.8733595908,"(1274499.417, 1741901.952]"
416,-96.91,5.68,-16.27,1305821.16,66327.71,1372148.87,4.28,1372148.87,-0.009691,1372188.8820980727,-1372188.8820980727,"(1274499.417, 1741901.952]"
417,-58.74,-7.63,2.25,791506.62,24368.95,815875.56,2.5449,815875.56,-0.005874,815888.3284740639,-815888.3284740639,"(807096.881, 1274499.417]"
418,246.84,61.77,-9.18,-3326204.85,430353.77,-2895851.07,-9.0328,2895851.07,0.024684,-2895816.912915353,2895816.912915353,"(-2932123.404, -2464720.868]"
419,176.74,23.75,40.53,-2381598.83,220630.14,-2160968.69,-6.7405,2160968.69,0.017674000000000002,-2160940.1388396947,2160940.1388396947,"(-2464720.868, -1997318.332]"
420,-33.68,-17.31,-14.89,453896.34,8013.85,461910.19,1.4408,461910.19,-0.003368,461848.10464195366,-461848.10464195366,"(339694.345, 807096.881]"
421,209.82,41.67,-3.33,-2827381.94,310954.32,-2516427.62,-7.8493,2516427.62,0.020982,-2516375.8351394483,2516375.8351394483,"(-2932123.404, -2464720.868]"
422,75.2,-80.7,-102.9,-1013258.88,39936.36,-973322.52,-3.036,973322.52,0.007520000000000001,-973375.6283363205,973375.6283363205,"(-1062513.261, -595110.726]"
423,37.95,-28.91,13.15,-511413.27,10173.53,-501239.74,-1.5635,501239.74,0.003795,-501202.4852975171,501202.4852975171,"(-595110.726, -127708.19]"
424,-68.44,32.65,31.48,922221.52,33082.49,955304.0,2.9798,955304.0,-0.006843999999999999,955308.4431097955,-955308.4431097955,"(807096.881, 1274499.417]"
425,39.24,9.22,-18.0,-528749.27,10874.95,-517874.33,-1.6154,517874.33,0.003924,-517881.88826376613,517881.88826376613,"(-595110.726, -127708.19]"
426,-178.6,-28.64,-108.82,2406681.97,225302.0,2631983.96,8.2097,2631983.96,-0.01786,2631917.516462766,-2631917.516462766,"(2209304.488, 2676707.023]"
427,49.65,-23.82,-53.97,-669089.26,17413.89,-651675.37,-2.0327,651675.37,0.004965,-651620.5553631635,651620.5553631635,"(-1062513.261, -595110.726]"
428,-5.45,89.91,-48.21,73443.4,209.81,73653.21,0.2297,73653.21,-0.000545,73648.27524523909,-73648.27524523909,"(-127708.19, 339694.345]"
429,-184.33,-104.77,-6.28,2483885.86,239988.76,2723874.62,8.4964,2723874.62,-0.018433,2723816.8516203915,-2723816.8516203915,"(2676707.023, 3144109.559]"
430,-77.06,-23.07,-22.52,1038366.85,41940.08,1080306.93,3.3697,1080306.93,-0.007706,1080320.849955886,-1080320.849955886,"(807096.881, 1274499.417]"
431,61.9,122.52,-31.45,-834033.2,27057.91,-806975.29,-2.5171,806975.29,0.00619,-807037.4037066399,807037.4037066399,"(-1062513.261, -595110.726]"
432,195.15,75.41,50.5,-2629603.22,268972.62,-2360630.6,-7.3633,2360630.6,0.019515,-2360658.1351207606,2360658.1351207606,"(-2464720.868, -1997318.332]"
433,-7.18,-2.92,18.49,96758.58,364.17,97122.75,0.3029,97122.75,-0.000718,97114.26577920499,-97114.26577920499,"(-127708.19, 339694.345]"
434,3.71,-72.52,-15.91,-50040.67,97.4,-49943.26,-0.1558,49943.26,0.000371,-49894.85932898795,49894.85932898795,"(-127708.19, 339694.345]"
435,-99.65,3.46,53.58,1342762.23,70133.56,1412895.79,4.4071,1412895.79,-0.009965,1412914.1305094853,-1412914.1305094853,"(1274499.417, 1741901.952]"
436,99.86,-36.15,-30.36,-1345665.28,70437.14,-1275228.14,-3.9777,1275228.14,0.009986,-1275177.7049481769,1275177.7049481769,"(-1529915.797, -1062513.261]"
437,143.67,-57.5,-14.49,-1935883.78,145776.06,-1790107.73,-5.5837,1790107.73,0.014367,-1790161.3016053815,1790161.3016053815,"(-1997318.332, -1529915.797]"
438,17.33,47.84,-5.1,-233557.51,2121.85,-231435.66,-0.7219,231435.66,0.0017329999999999997,-231399.74190338003,231399.74190338003,"(-595110.726, -127708.19]"
439,-79.52,-29.39,29.13,1071583.89,44666.3,1116250.19,3.4818,1116250.19,-0.007951999999999999,1116189.755614866,-1116189.755614866,"(807096.881, 1274499.417]"
440,-154.86,25.68,-1.57,2086714.86,169376.77,2256091.64,7.0372,2256091.64,-0.015486000000000002,2256110.094425795,-2256110.094425795,"(2209304.488, 2676707.023]"
441,-44.97,23.8,49.38,605998.11,14284.67,620282.78,1.9348,620282.78,-0.004497,620251.849020824,-620251.849020824,"(339694.345, 807096.881]"
442,9.69,3.99,-45.26,-130631.9,663.78,-129968.11,-0.4054,129968.11,0.0009689999999999999,-129909.1129638123,129909.1129638123,"(-595110.726, -127708.19]"
443,-16.53,-31.54,17.0,222796.79,1930.84,224727.62,0.701,224727.62,-0.0016530000000000002,224670.82672006506,-224670.82672006506,"(-127708.19, 339694.345]"
444,-128.13,12.69,-19.8,1726538.72,115952.54,1842491.27,5.7471,1842491.27,-0.012813,1842498.8186708034,-1842498.8186708034,"(1741901.952, 2209304.488]"
445,259.51,-16.29,34.03,-3496840.25,475640.93,-3021199.32,-9.4238,3021199.32,0.025951,-3021233.0631892383,3021233.0631892383,"(-3408873.99, -2932123.404]"
446,26.7,-19.43,-39.25,-359797.73,5035.52,-354762.21,-1.1066,354762.21,0.00267,-354746.1818673694,354746.1818673694,"(-595110.726, -127708.19]"
447,287.87,6.46,-9.38,-3879027.35,585292.98,-3293734.37,-10.2739,3293734.37,0.028787,-3293740.920144486,3293740.920144486,"(-3408873.99, -2932123.404]"
448,-37.06,-10.07,34.82,499409.23,9701.54,509110.77,1.588,509110.77,-0.003706,509082.1834514522,-509082.1834514522,"(339694.345, 807096.881]"
449,31.45,28.8,-3.15,-423740.84,6984.39,-416756.45,-1.3,416756.45,0.003145,-416801.35375218524,416801.35375218524,"(-595110.726, -127708.19]"
450,-148.98,-24.79,-11.24,2007523.07,156764.86,2164287.93,6.7509,2164287.93,-0.014898,2164259.004700329,-2164259.004700329,"(1741901.952, 2209304.488]"
451,-140.79,-43.54,48.64,1897152.57,140001.33,2037153.89,6.3543,2037153.89,-0.014079,2037137.435669825,-2037137.435669825,"(1741901.952, 2209304.488]"
452,167.16,63.48,-48.8,-2252506.19,197360.22,-2055145.97,-6.4104,2055145.97,0.016715999999999998,-2055119.1454495876,2055119.1454495876,"(-2464720.868, -1997318.332]"
453,-10.59,-39.69,3.74,142651.25,791.55,143442.8,0.4474,143442.8,-0.001059,143491.83270822646,-143491.83270822646,"(-127708.19, 339694.345]"
454,-17.68,73.9,-8.51,238264.49,2208.24,240472.73,0.7501,240472.73,-0.001768,240444.8857037902,-240444.8857037902,"(-127708.19, 339694.345]"
455,-113.68,-49.77,1.39,1531866.45,91278.7,1623145.14,5.0629,1623145.14,-0.011368000000000001,1623107.011291548,-1623107.011291548,"(1274499.417, 1741901.952]"
456,-4.19,-67.07,19.83,56498.33,124.16,56622.49,0.1766,56622.49,-0.00041900000000000005,56584.0468508378,-56584.0468508378,"(-127708.19, 339694.345]"
457,-115.25,-79.34,-25.62,1552956.69,93809.39,1646766.08,5.1366,1646766.08,-0.011525,1646801.2225805381,-1646801.2225805381,"(1274499.417, 1741901.952]"
458,172.94,-21.24,8.44,-2330393.55,211244.87,-2119148.68,-6.6101,2119148.68,0.017294,-2119120.3433223753,2119120.3433223753,"(-2464720.868, -1997318.332]"
459,-116.22,-6.71,-8.89,1566034.64,95396.04,1661430.68,5.1824,1661430.68,-0.011622,1661457.7227646068,-1661457.7227646068,"(1274499.417, 1741901.952]"
460,-3.23,-2.79,-9.15,43471.97,73.51,43545.48,0.1358,43545.48,-0.000323,43597.78235923157,-43597.78235923157,"(-127708.19, 339694.345]"
461,107.44,-30.24,-12.1,-1447805.94,81535.8,-1366270.14,-4.2617,1366270.14,0.010744,-1366219.722274464,1366219.722274464,"(-1529915.797, -1062513.261]"
462,91.22,-52.26,53.24,-1229184.79,58770.85,-1170413.94,-3.6508,1170413.94,0.009122,-1170414.422469265,1170414.422469265,"(-1529915.797, -1062513.261]"
463,107.9,-142.3,7.0,-1453889.99,82222.51,-1371667.48,-4.2785,1371667.48,0.010790000000000001,-1371718.5782750917,1371718.5782750917,"(-1529915.797, -1062513.261]"
464,151.16,107.65,-17.55,-2036915.83,161388.95,-1875526.88,-5.8502,1875526.88,0.015116,-1875491.932188342,1875491.932188342,"(-1997318.332, -1529915.797]"
465,29.28,42.22,38.8,-394523.81,6054.44,-388469.37,-1.2117,388469.37,0.002928,-388491.4805482329,388491.4805482329,"(-595110.726, -127708.19]"
466,53.9,52.36,5.56,-726294.94,20518.88,-705776.06,-2.2015,705776.06,0.00539,-705780.8238698799,705780.8238698799,"(-1062513.261, -595110.726]"
467,176.61,13.43,52.76,-2379815.74,220299.9,-2159515.84,-6.736,2159515.84,0.017661000000000003,-2159512.831318064,2159512.831318064,"(-2464720.868, -1997318.332]"
468,-76.03,1.01,33.98,1024516.69,40828.71,1065345.41,3.323,1065345.41,-0.007603,1065327.957203098,-1065327.957203098,"(807096.881, 1274499.417]"
469,182.75,-24.19,15.81,-2462491.47,235872.39,-2226619.09,-6.9453,2226619.09,0.018275,-2226665.033844942,2226665.033844942,"(-2464720.868, -1997318.332]"
470,-109.04,1.62,11.63,1469334.95,83978.72,1553313.67,4.8451,1553313.67,-0.010904,1553284.3194773882,-1553284.3194773882,"(1274499.417, 1741901.952]"
471,-86.94,-31.57,26.91,1171471.75,53381.56,1224853.32,3.8206,1224853.32,-0.008694,1224897.4827217753,-1224897.4827217753,"(807096.881, 1274499.417]"
472,61.51,95.89,57.41,-828839.24,26721.96,-802117.28,-2.502,802117.28,0.006151,-802122.1073200161,802122.1073200161,"(-1062513.261, -595110.726]"
473,84.32,-24.32,35.56,-1136228.45,50217.95,-1086010.5,-3.3875,1086010.5,0.008431999999999999,-1085991.9781603566,1085991.9781603566,"(-1529915.797, -1062513.261]"
474,-97.95,3.64,-10.51,1319837.3,67759.22,1387596.53,4.3282,1387596.53,-0.009795,1387634.1534718561,-1387634.1534718561,"(1274499.417, 1741901.952]"
475,10.85,-15.88,-24.48,-146221.45,831.67,-145389.78,-0.4535,145389.78,0.001085,-145371.7750492498,145371.7750492498,"(-595110.726, -127708.19]"
476,-68.16,13.59,6.07,918448.39,32812.34,951260.73,2.9672,951260.73,-0.006816,951265.31593963,-951265.31593963,"(807096.881, 1274499.417]"
477,184.38,31.37,-33.9,-2484521.98,240111.7,-2244410.29,-7.0008,2244410.29,0.018438,-2244402.6324469363,2244402.6324469363,"(-2464720.868, -1997318.332]"
478,80.28,-84.79,31.79,-1081732.15,45516.32,-1036215.84,-3.2322,1036215.84,0.008028,-1036249.8635281182,1036249.8635281182,"(-1062513.261, -595110.726]"
479,32.63,-68.01,-32.09,-439696.0,7520.26,-432175.74,-1.348,432175.74,0.0032630000000000003,-432167.74317351356,432167.74317351356,"(-595110.726, -127708.19]"
480,32.24,-62.6,18.22,-434389.78,7339.84,-427049.93,-1.3321,427049.93,0.0032240000000000003,-427091.1973151833,427091.1973151833,"(-595110.726, -127708.19]"
481,116.69,43.11,-3.09,-1572344.13,96166.29,-1476177.85,-4.6045,1476177.85,0.011669,-1476220.2800374986,1476220.2800374986,"(-1529915.797, -1062513.261]"
482,-20.49,-66.18,-4.31,276121.52,2965.71,279087.23,0.8705,279087.23,-0.002049,279067.04866546154,-279067.04866546154,"(-127708.19, 339694.345]"
483,12.24,4.94,-9.19,-164952.02,1058.38,-163893.64,-0.5112,163893.64,0.001224,-163875.27546052355,163875.27546052355,"(-595110.726, -127708.19]"
484,-130.52,58.5,-54.71,1758694.78,120311.9,1879006.67,5.861,1879006.67,-0.013052000000000001,1879070.0315378865,-1879070.0315378865,"(1741901.952, 2209304.488]"
485,83.81,42.42,-21.14,-1129272.49,49604.96,-1079667.53,-3.3677,1079667.53,0.008381,-1079725.3670861798,1079725.3670861798,"(-1529915.797, -1062513.261]"
486,90.38,-23.26,-13.25,-1217817.18,57688.84,-1160128.34,-3.6187,1160128.34,0.009038,-1160172.860323721,1160172.860323721,"(-1529915.797, -1062513.261]"
487,19.47,11.43,27.64,-262412.9,2678.54,-259734.36,-0.8102,259734.36,0.001947,-259679.92515942044,259679.92515942044,"(-595110.726, -127708.19]"
488,95.28,-72.37,-3.59,-1283951.93,64124.67,-1219827.26,-3.8049,1219827.26,0.009528,-1219774.7975137292,1219774.7975137292,"(-1529915.797, -1062513.261]"
489,-82.93,51.59,-16.27,1117475.46,48573.97,1166049.43,3.6372,1166049.43,-0.008293,1166051.8497075082,-1166051.8497075082,"(807096.881, 1274499.417]"
490,-14.34,-66.75,7.76,193267.58,1452.93,194720.51,0.6074,194720.51,-0.001434,194683.19382651162,-194683.19382651162,"(-127708.19, 339694.345]"
491,-67.66,128.19,-43.66,911707.81,32332.48,944040.28,2.9447,944040.28,-0.0067659999999999994,944048.2005107005,-944048.2005107005,"(807096.881, 1274499.417]"
492,-16.23,22.63,17.42,218737.34,1861.12,220598.45,0.6881,220598.45,-0.001623,220558.9271580383,-220558.9271580383,"(-127708.19, 339694.345]"
493,53.92,-58.07,25.93,-726604.28,20536.36,-706067.91,-2.2024,706067.91,0.005392,-706035.0925529081,706035.0925529081,"(-1062513.261, -595110.726]"
